TotalPackets, totalPacketsIn, totalPacketsOut, totalBytes, totalBytesIn, totalBytesOut, minPacketSize, maxPacketSize, meanPacketSizes, stdevPacketSizes, variancePacketSizes, kurtosisPacketSizes, skewPacketSizes, p10PacketSizes, p20PacketSizes, p30PacketSizes, p40PacketSizes, p50PacketSizes, p60PacketSizes, p70PacketSizes, p80PacketSizes, p90PacketSizes, minPacketSizeIn, maxPacketSizeIn, meanPacketSizesIn, stdevPacketSizesIn, variancePacketSizesIn, skewPacketSizesIn, kurtosisPacketSizesIn, p10PacketSizesIn, p20PacketSizesIn, p30PacketSizesIn, p40PacketSizesIn, p50PacketSizesIn, p60PacketSizesIn, p70PacketSizesIn, p80PacketSizesIn, p90PacketSizesIn, minPacketSizeOut, maxPacketSizeOut, meanPacketSizesOut, stdevPacketSizesOut, variancePacketSizesOut, skewPacketSizesOut, kurtosisPacketSizesOut, p10PacketSizesOut, p20PacketSizesOut, p30PacketSizesOut, p40PacketSizesOut, p50PacketSizesOut, p60PacketSizesOut, p70PacketSizesOut, p80PacketSizesOut, p90PacketSizesOut, maxIPT, minIPT, meanPacketTimes, stdevPacketTimes, variancePacketTimes, kurtosisPacketTimes, skewPacketTimes, p10PacketTimes, p20PacketTimes, p30PacketTimes, p40PacketTimes, p50PacketTimes, p60PacketTimes, p70PacketTimes, p80PacketTimes, p90PacketTimes, minPacketTimesIn, maxPacketTimesIn, meanPacketTimesIn, stdevPacketTimesIn, variancePacketTimesIn, skewPacketTimesIn, kurtosisPacketTimesIn, p10PacketTimesIn, p20PacketTimesIn, p30PacketTimesIn, p40PacketTimesIn, p50PacketTimesIn, p60PacketTimesIn, p70PacketTimesIn, p80PacketTimesIn, p90PacketTimesIn, minPacketTimesOut, maxPacketTimesOut, meanPacketTimesOut, stdevPacketTimesOut, variancePacketTimesOut, skewPacketTimesOut, kurtosisPacketTimesOut, p10PacketTimesOut, p20PacketTimesOut, p30PacketTimesOut, p40PacketTimesOut, p50PacketTimesOut, p60PacketTimesOut, p70PacketTimesOut, p80PacketTimesOut, p90PacketTimesOut, Class
403, 260, 143, 37602, 21319, 16283, 66, 744, 93.30521091811414, 59.685267561713495, 3562.3311639133294, 90.49674490438116, 9.020196567324689, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 171, 81.99615384615385, 17.90219111577022, 320.4884467455621, 1.369565878433749, 4.708257830150709, 66.0, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 744, 113.86713286713287, 93.81504179290613, 8801.262066604724, 5.887665727283733, 34.69758559176324, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 104.0, 502.65002250671387, 0.0050067901611328125, 51.7325549576413, 74.36532294050284, 5530.201256045277, 3.767047119327069, 1.6163243343253086, 0.03981590270996094, 0.04100799560546875, 0.06916522979736327, 9.425067901611328, 13.401508331298828, 17.168140411376953, 27.132749557495114, 161.56773567199707, 161.59191131591797, 0.0050067901611328125, 502.65002250671387, 70.04787654950351, 82.96824425433911, 6883.729554647675, 0.7551006686153743, 0.7337589414864429, 0.03910064697265625, 0.0400543212890625, 0.04100799560546875, 0.04715919494628906, 0.15997886657714844, 161.4774227142334, 161.56978607177734, 161.58442497253418, 161.60106658935547, 0.24199485778808594, 450.47998428344727, 18.5600494171356, 37.02331313067635, 1370.7257151721117, 11.119434237934735, 126.56714494095942, 9.381532669067383, 13.252830505371094, 13.378620147705078, 13.402748107910156, 13.432025909423828, 13.544797897338867, 17.275524139404297, 17.546653747558594, 24.81837272644043, press_key
791, 479, 312, 77112, 41709, 35403, 66, 754, 97.48672566371681, 51.31403046588911, 2633.1297226541956, 119.36952363606294, 10.09657704505328, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 111.0, 66, 171, 87.07515657620041, 18.18538806192922, 330.7083389629578, 0.5007248327627246, 1.7379044079450372, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 66, 754, 113.47115384615384, 75.80245370970671, 5746.01198841223, 7.3284121979561, 55.66988915198126, 95.0, 95.0, 95.0, 95.0, 95.0, 111.0, 111.0, 111.0, 111.0, 459.7139358520508, 0.0050067901611328125, 39.641389665724354, 61.97973607659692, 3841.4876841246096, 2.5211264485162257, 1.6905044655377712, 0.05698204040527344, 0.064849853515625, 0.20411014556884763, 0.3263950347900395, 13.365507125854492, 17.518234252929688, 24.80790615081787, 70.86319923400912, 161.59391403198242, 0.0050067901611328125, 459.7139358520508, 52.62079697772549, 76.34494902055617, 5828.551240951321, 0.9894361727262287, 0.09975950619810003, 0.05602836608886719, 0.05793571472167969, 0.06198883056640625, 0.1807689666748047, 0.20599365234375, 0.26030540466308594, 161.48169040679932, 161.5891456604004, 161.6023063659668, 0.27108192443847656, 151.63707733154297, 19.75627205310724, 11.987054307128265, 143.68947096204226, 5.805289213747439, 53.94494394599957, 9.572958946228027, 13.356161117553711, 13.375997543334961, 13.892984390258789, 17.46392250061035, 22.999858856201172, 24.710869789123535, 24.851417541503906, 26.729750633239746, press_key
966, 554, 412, 96859, 50683, 46176, 66, 749, 100.26811594202898, 41.71739633917595, 1740.341157319891, 172.951640216095, 11.823580789642616, 66.0, 95.0, 95.0, 95.0, 104.0, 104.0, 104.0, 111.0, 111.0, 66, 171, 91.485559566787, 17.1757944275533, 295.007914217571, -0.17919598537109696, 1.006377905304368, 66.0, 66.0, 95.0, 95.0, 95.0, 104.0, 104.0, 104.0, 104.0, 66, 749, 112.07766990291262, 58.656965472603034, 3440.639598454144, 9.423099227890527, 94.65834521136976, 95.0, 95.0, 95.0, 111.0, 111.0, 111.0, 111.0, 111.0, 111.0, 460.3438377380371, 0.0059604644775390625, 31.808582365204014, 54.52829982589551, 2973.3354819027563, 5.5526119589392735, 2.261579611463097, 0.0591278076171875, 0.20194053649902344, 0.21505355834960938, 0.2575874328613281, 13.375997543334961, 20.93791961669922, 24.74379539489746, 24.95555877685547, 161.56888008117676, 0.0059604644775390625, 460.3438377380371, 39.20918778528141, 70.00298227570735, 4900.4175274929985, 1.4794394863798406, 1.5555862149635935, 0.05793571472167969, 0.06008148193359375, 0.19898414611816406, 0.2040863037109375, 0.21386146545410156, 0.2292633056640625, 0.2599239349365234, 161.55872344970703, 161.59391403198242, 0.2319812774658203, 270.0531482696533, 21.875245478546734, 14.647814150507877, 214.55845938781877, 12.22743764716749, 199.46946991322534, 13.340950012207031, 13.391447067260742, 17.194080352783203, 20.95184326171875, 24.67203140258789, 24.72701072692871, 24.815011024475098, 24.86858367919922, 28.50048542022705, press_key
807, 487, 320, 78792, 42523, 36269, 66, 749, 97.635687732342, 50.9749178085919, 2598.4422455926992, 121.96266189635773, 10.201199131708108, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 111.0, 66, 171, 87.31622176591375, 18.138487439347585, 329.00472658737016, 0.46680806055133256, 1.6920729456751014, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 66, 749, 113.340625, 75.1234374187535, 5643.530849609374, 7.431650652058962, 57.29995851954612, 95.0, 95.0, 95.0, 95.0, 95.0, 111.0, 111.0, 111.0, 111.0, 460.1130485534668, 0.0050067901611328125, 39.43275310857124, 61.648265047024275, 3800.5085833081553, 2.5826320072684252, 1.7031574977232784, 0.05698204040527344, 0.07295608520507812, 0.21445751190185547, 0.2930164337158203, 13.385534286499023, 18.24498176574707, 24.821043014526367, 51.59401893615723, 161.57543659210205, 0.0050067901611328125, 460.1130485534668, 52.31524004367154, 76.1831254631087, 5803.868605327761, 0.9975342828697045, 0.11376118680314962, 0.05698204040527344, 0.05817413330078125, 0.06508827209472656, 0.20194053649902344, 0.2149343490600586, 0.2410411834716797, 161.47947311401367, 161.5610122680664, 161.5900993347168, 0.24700164794921875, 107.5749397277832, 19.86747607588768, 11.093063541919372, 123.05605874506077, 4.407719489733959, 30.45048592035338, 9.632039070129395, 13.36674690246582, 13.40479850769043, 13.552474975585938, 18.186569213867188, 24.5574951171875, 24.71294403076172, 24.84607696533203, 26.367187500000007, press_key
1041, 605, 436, 103166, 54754, 48412, 66, 749, 99.10278578290105, 39.6651692327229, 1573.3256502605475, 175.97684407556804, 11.765727833120458, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 111.0, 111.0, 66, 171, 90.50247933884297, 17.288377899091763, 298.8880103818045, -0.1321487205573435, 0.7358171243057599, 66.0, 66.0, 67.59999999999991, 95.0, 95.0, 104.0, 104.0, 104.0, 104.0, 66, 749, 111.03669724770643, 55.64800524883525, 3096.7004881743956, 9.592800845250984, 98.72762743840622, 95.0, 95.0, 95.0, 95.0, 111.0, 111.0, 111.0, 111.0, 111.0, 502.6729106903076, 0.0059604644775390625, 33.199158769387466, 56.12355610841478, 3149.853550254382, 5.672753559172765, 2.1853291538784343, 0.0400543212890625, 0.17595291137695312, 0.17905235290527344, 0.21824836730957037, 13.371944427490234, 20.908641815185547, 24.80015754699707, 26.768159866333008, 161.59114837646484, 0.0059604644775390625, 502.6729106903076, 42.053322523634954, 71.9597677079896, 5178.208168587822, 1.4169675022274475, 1.7297607664633956, 0.03981590270996094, 0.04076957702636719, 0.1618146896362305, 0.17690658569335938, 0.17881393432617188, 0.18095970153808594, 0.22389888763427734, 161.57488822937012, 161.6041660308838, 0.28586387634277344, 126.74808502197266, 20.933298889650118, 8.993099953994838, 80.87584678254194, 4.648720691798705, 49.332736300649174, 13.334989547729492, 13.389110565185547, 13.548016548156738, 20.836830139160156, 24.67501163482666, 24.743080139160156, 24.863004684448242, 24.90997314453125, 27.040481567382812, press_key
1055, 611, 444, 105416, 55419, 49997, 66, 749, 99.92037914691943, 44.34585434920059, 1966.5547979605133, 153.13906770313054, 11.254067399608465, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 111.0, 111.0, 66, 171, 90.70212765957447, 17.52882999252317, 307.2598809067799, 0.0005524643559507236, 1.2287661503492764, 66.0, 66.0, 95.0, 95.0, 95.0, 104.0, 104.0, 104.0, 104.0, 66, 749, 112.60585585585585, 63.024555931744864, 3972.094650393637, 8.754563934635287, 80.5975608065638, 95.0, 95.0, 95.0, 97.00000000000017, 111.0, 111.0, 111.0, 111.0, 111.0, 502.6512145996094, 0.0050067901611328125, 33.39573441239417, 56.985393179160646, 3247.3350357835284, 6.6727460618790175, 2.3044796355098454, 0.041961669921875, 0.17786026000976562, 0.19097328186035156, 0.22296905517578125, 13.376474380493164, 20.918560028076172, 24.78702068328857, 26.57747268676762, 161.58406734466553, 0.0050067901611328125, 502.6512145996094, 41.751428901172076, 71.6866498886037, 5138.975772251244, 1.4278666407665328, 1.7732560891428122, 0.0400543212890625, 0.054025650024414174, 0.1726388931274414, 0.17905235290527344, 0.18644332885742188, 0.2028942108154297, 0.22704601287841797, 161.57197952270508, 161.59915924072266, 0.3261566162109375, 401.8440246582031, 21.916064056190283, 20.51233286049091, 420.7557993795752, 14.814906838621248, 264.478945054918, 13.329505920410156, 13.382720947265625, 13.443756103515625, 20.845937728881836, 24.672985076904297, 24.743080139160156, 24.848079681396484, 24.905920028686523, 28.064894676208485, press_key
729, 436, 293, 71197, 38317, 32880, 66, 754, 97.6639231824417, 47.59607511656443, 2265.3863665016434, 134.63904849005348, 10.569760700401304, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 105.0, 111.0, 66, 171, 87.88302752293578, 17.9188431906979, 321.0849412928204, 0.30225939587518763, 1.2484964440495379, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 104.0, 104.0, 104.0, 66, 754, 112.2184300341297, 69.31394721180783, 4804.423278081283, 7.914155039518325, 66.18832125456478, 95.0, 95.0, 95.0, 95.0, 95.0, 111.0, 111.0, 111.0, 111.0, 459.003210067749, 0.0050067901611328125, 38.36398203294356, 61.699357084689865, 3806.8106646640695, 3.512843794263727, 1.8662274357573712, 0.05793571472167969, 0.07295608520507812, 0.2110004425048828, 0.2912044525146486, 13.370513916015625, 19.3366527557373, 24.802637100219727, 32.070016860962006, 161.5769863128662, 0.0050067901611328125, 459.003210067749, 50.45880010758323, 75.7695833759802, 5741.029764969617, 1.0847878262488873, 0.42225412883038116, 0.05602836608886719, 0.05793571472167969, 0.06313323974609374, 0.19617080688476568, 0.2110004425048828, 0.221872329711914, 112.62493133544898, 161.5589141845703, 161.58852577209473, 0.23889541625976562, 332.01003074645996, 20.407511512574075, 19.88902645039378, 395.5733731444634, 13.186197806915946, 202.92682968546356, 9.639549255371094, 13.353919982910156, 13.399124145507812, 17.160654067993164, 20.560026168823242, 24.6579647064209, 24.735212326049805, 24.857616424560547, 26.593351364135746, press_key
791, 476, 315, 77512, 41661, 35851, 66, 749, 97.99241466498104, 52.03171689648478, 2707.29956319594, 120.7783557616548, 10.186193391864615, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 111.0, 66, 171, 87.52310924369748, 18.184554913206625, 330.6780373914272, 0.46081713571611466, 1.7075818669485203, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 66, 749, 113.81269841269841, 76.69895695171137, 5882.729997480473, 7.387494176537047, 56.45061208274856, 95.0, 95.0, 95.0, 95.0, 95.0, 111.0, 111.0, 111.0, 111.0, 460.7679843902588, 0.0050067901611328125, 39.405896090254, 62.80621722686789, 3944.620922348517, 4.17012337952303, 1.906537330761229, 0.05698204040527344, 0.0704765319824219, 0.2110004425048828, 0.2876758575439455, 13.364553451538086, 17.627477645874013, 24.817252159118652, 43.10111999511723, 161.58709526062012, 0.0050067901611328125, 460.7679843902588, 51.57562657406456, 75.93863528715127, 5766.676329274976, 1.0286298052728133, 0.2231900710376986, 0.05698204040527344, 0.05793571472167969, 0.06198883056640625, 0.19502639770507812, 0.2110004425048828, 0.2243995666503906, 119.45152282714844, 161.58294677734375, 161.59605979919434, 0.24509429931640625, 434.0369701385498, 21.05471520196824, 25.238508063994683, 636.9822892963246, 14.082535177457498, 225.14056997834243, 13.21859359741211, 13.344001770019531, 13.4002685546875, 13.595390319824219, 17.966032028198242, 24.631643295288086, 24.732255935668945, 24.867630004882812, 26.383209228515646, press_key
585, 376, 209, 54918, 30955, 23963, 66, 749, 93.87692307692308, 59.75532931869371, 3570.6993819855365, 92.88097808695483, 9.099374895082367, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 171, 82.32712765957447, 17.80231004149434, 316.92224281349024, 1.249010054945218, 4.229798539406965, 66.0, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 749, 114.6555023923445, 93.55558172358052, 8752.646871637553, 5.971320474439942, 36.046178716613866, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 111.0, 502.66003608703613, 0.0059604644775390625, 49.93907719442289, 70.08582168683057, 4912.022401518209, 1.7373339125415468, 1.320986777467934, 0.05793571472167969, 0.06160736083984376, 0.10304450988769537, 9.580898284912111, 13.35752010345459, 13.887786865234375, 28.549814224243157, 161.55743598937988, 161.6076946258545, 0.0059604644775390625, 502.66003608703613, 68.2920970916748, 81.2762263653293, 6605.824972188248, 0.6710472270532307, 0.1386849487925912, 0.05698204040527344, 0.05888938903808594, 0.06103515625, 0.06699562072753906, 0.19812583923339844, 124.56126213073736, 161.56792640686035, 161.60120964050293, 161.61856651306152, 0.24199485778808594, 142.58599281311035, 17.009017570167067, 13.57011754471482, 184.148090177377, 5.80828438128027, 43.221651391644144, 9.534358978271484, 13.278770446777344, 13.340377807617188, 13.360023498535156, 13.386964797973633, 13.551855087280273, 17.035341262817383, 19.017982482910163, 24.853897094726562, press_key
413, 266, 147, 39409, 21887, 17522, 66, 744, 95.42130750605327, 67.94857570739292, 4617.008940663308, 73.08558295204436, 8.217950664746157, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 171, 82.28195488721805, 18.662802594725534, 348.3002006896942, 1.5437337157917226, 5.242123992438286, 66.0, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 744, 119.19727891156462, 107.06839567836953, 11463.641353139898, 5.233028637337535, 26.716145249570314, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 130.80000000000035, 502.6721954345703, 0.0059604644775390625, 49.660706404343394, 70.65031578012446, 4991.4671198313035, 2.7771676655547326, 1.4649016176322598, 0.05698204040527344, 0.05893707275390625, 0.08635520935058594, 9.468698501586914, 13.367056846618652, 16.99519157409668, 26.541876792907715, 161.58485412597656, 161.6079807281494, 0.0059604644775390625, 502.6721954345703, 67.7025282158042, 82.21394038417462, 6759.13199349262, 0.8167796957997678, 0.8698322297218377, 0.05602836608886719, 0.05698204040527344, 0.05888938903808594, 0.06456375122070312, 0.1850128173828125, 119.81768608093262, 161.58699989318848, 161.60202026367188, 161.6147518157959, 0.23698806762695312, 101.78589820861816, 17.13633375102971, 12.658065506361647, 160.22662236334253, 4.731773466494509, 27.172847206587146, 9.469127655029297, 13.314199447631836, 13.353633880615234, 13.370418548583984, 13.391971588134766, 13.578557968139648, 17.197322845458984, 20.50256729125978, 24.850845336914062, press_key
772, 504, 268, 70666, 41266, 29400, 66, 754, 91.53626943005182, 51.71924988706599, 2674.880808880776, 117.8060280990747, 10.100522477181505, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 171, 81.87698412698413, 17.50512243714481, 306.42931153943067, 1.098046747847344, 3.2324892145982558, 66.0, 66.0, 66.0, 66.0, 84.5, 95.0, 95.0, 95.0, 95.0, 66, 754, 109.70149253731343, 81.38516585750088, 6623.5452216529275, 6.7998711815091815, 47.35893214695471, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 502.6659965515137, 0.0050067901611328125, 52.10256143612002, 70.62355292350988, 4987.6862275398, 0.8210716282064747, 1.1453098678421003, 0.0400543212890625, 0.04100799560546875, 0.04696846008300781, 13.122081756591797, 13.374090194702148, 13.477087020874023, 42.654991149902344, 161.58699989318848, 161.60202026367188, 0.0050067901611328125, 502.6659965515137, 71.42740926496077, 80.7753831828694, 6524.6625283393805, 0.4956944707519006, -0.4249875419694362, 0.03910064697265625, 0.0400543212890625, 0.04100799560546875, 0.04220008850097656, 0.1881122589111328, 154.5388698577881, 161.58795356750488, 161.59605979919434, 161.60917282104492, 0.2601146697998047, 97.85985946655273, 15.832417936467413, 9.30321756682499, 86.54985709568109, 4.884860805860821, 33.70884727231041, 11.910843849182129, 13.306283950805664, 13.350987434387207, 13.371944427490234, 13.386964797973633, 13.414287567138672, 13.466453552246094, 17.482662200927734, 23.372840881347663, press_key
1056, 612, 444, 105478, 55485, 49993, 66, 749, 99.8844696969697, 44.269469108781095, 1959.7858951733235, 152.77473400633264, 11.235419864089133, 66.0, 95.0, 95.0, 95.0, 95.0, 104.0, 104.0, 111.0, 111.0, 66, 171, 90.66176470588235, 17.542897250586538, 307.75324394463667, 0.002890771340770457, 1.2147495065633862, 66.0, 66.0, 80.29999999999964, 95.0, 95.0, 104.0, 104.0, 104.0, 104.0, 66, 749, 112.59684684684684, 62.913153990342764, 3958.0649450125816, 8.747148031417579, 80.46397121729068, 95.0, 95.0, 95.0, 97.00000000000017, 111.0, 111.0, 111.0, 111.0, 111.0, 502.6679039001465, 0.0050067901611328125, 33.334093862235264, 56.27483320394093, 3166.8568521313723, 5.700490866092677, 2.193890776693727, 0.05888938903808594, 0.19807815551757812, 0.21505355834960938, 0.2525806427001953, 13.392925262451172, 20.83568572998047, 24.751901626586914, 26.4448642730713, 161.08155250549316, 0.0050067901611328125, 502.6679039001465, 41.70736197363921, 71.60014517073444, 5126.580788470245, 1.4284394803914844, 1.7825353942188382, 0.05698204040527344, 0.0591278076171875, 0.17905235290527344, 0.2110004425048828, 0.2148151397705078, 0.21982192993164062, 0.2551078796386719, 161.06796264648438, 161.58509254455566, 0.24700164794921875, 266.8170928955078, 21.811420853073532, 15.516930095830839, 240.77511959890083, 10.522105472940115, 149.21961874129133, 13.34388256072998, 13.410139083862305, 13.898158073425293, 20.689678192138672, 24.645566940307617, 24.71170425415039, 24.820828437805176, 24.873971939086914, 27.984094619750962, press_key
766, 499, 267, 70253, 40907, 29346, 66, 744, 91.71409921671018, 52.51236815308357, 2757.548809044986, 117.77424984546282, 10.12678604485966, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 171, 81.97795591182364, 17.52494686311974, 307.12376255517046, 1.0931239600903473, 3.235081670909892, 66.0, 66.0, 66.0, 66.0, 95.0, 95.0, 95.0, 95.0, 95.0, 66, 744, 109.91011235955057, 82.6373296386089, 6828.9282498001085, 6.796987480077767, 47.19646237611562, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 502.3059844970703, 0.0059604644775390625, 52.7143462810641, 70.8903760521402, 5025.445416813853, 0.779445162756796, 1.1307359089266549, 0.05698204040527344, 0.0591278076171875, 0.07047653198242185, 12.888717651367188, 13.375997543334961, 17.018127441406243, 41.73841476440426, 161.10754013061523, 161.5950107574463, 0.0059604644775390625, 502.3059844970703, 71.71171592421321, 80.70220702859648, 6512.846219286445, 0.4890713035642078, -0.41665530653890936, 0.05698204040527344, 0.05793571472167969, 0.0591278076171875, 0.06198883056640625, 0.1856088638305664, 155.12776374816895, 161.13476753234863, 161.58852577209473, 161.6013526916504, 0.247955322265625, 228.4400463104248, 17.281050092718573, 17.959240811842626, 322.5343305377538, 8.35487742498896, 83.24489888023656, 9.751129150390625, 13.306140899658203, 13.34843635559082, 13.371849060058594, 13.401031494140625, 13.869619369506836, 16.771459579467773, 18.15047264099121, 24.637269973754883, press_key
